NumCopies,AvgQDelay,AvgDDelay
5,0.10665272727272726,0.4584938181818181
10,0.22915845454545455,0.30520772727272727
15,0.37281245454545453,0.28901054545454546
20,0.5388982727272728,0.3063763636363636
25,0.7424603636363636,0.3445426363636364
30,0.9877966363636365,0.4023802727272727
