ArrivalRate,AvgQDelay,AvgDDelay
0.1,1.1146859090909091,2.536944636363636
0.15,1.1607383636363637,2.6282796363636365
0.2,1.2078114545454544,2.725892181818182
0.25,1.2679172727272725,2.835646090909091
0.3,1.3323236363636364,2.955136545454545
0.35,1.4063865454545459,3.0838467272727272
0.4,1.4980908181818184,3.2469741818181816
0.45,1.6002966363636362,3.4280027272727267
0.5,1.7223404545454548,3.6356722727272723
0.55,1.8899549090909091,3.908799181818182
0.6,2.060515818181818,4.236282181818182
0.65,2.314917909090909,4.6350821818181815
0.7,2.6016334545454547,5.135734454545455
0.75,3.0761003636363635,5.903596636363636
0.8,3.7372020000000004,6.915572363636364
0.85,4.919512636363636,8.693964363636363
0.9,7.182698636363636,12.050279090909093
0.91,7.754609636363636,13.205072181818183
0.92,8.937688272727273,14.80502836363636
0.93,9.841106545454545,16.216497181818184
0.94,11.736144636363639,19.032393363636363
0.95,14.060328909090906,21.60479290909091
0.96,17.262687636363633,26.49446509090909
0.97,25.625842363636366,34.368520636363634
0.98,53.002155181818175,45.86953454545454
