NumRelays,AvgQDelay,AvgDDelay
50,5.1049940909090905,8.457517
100,0.7554655454545454,3.083461363636364
150,0.4276657272727272,2.6107491818181816
200,0.2976270909090909,2.440717
250,0.22954254545454547,2.326631
300,0.1865089090909091,2.258001272727273
350,0.156621,2.2221771818181817
400,0.13596245454545455,2.200305090909091
450,0.11925054545454547,2.173841454545455
500,0.10661927272727273,2.1439617272727274
