ArrivalRate,AvgQDelay,AvgDDelay
1.0,0.18502354545454544,0.18262863636363635
1.5,0.19685890909090906,0.19218281818181818
2.0,0.21253700000000003,0.20365618181818182
2.5,0.23218690909090914,0.21770772727272725
3.0,0.2582917272727273,0.23493518181818185
3.5,0.2900756363636363,0.25679981818181813
4.0,0.34043036363636364,0.287776
4.5,0.4162769090909091,0.33181881818181824
5.0,0.5576735454545455,0.4066154545454545
5.1,0.5959968181818183,0.4279135454545455
5.2,0.642679909090909,0.4510150909090909
5.3,0.7078262727272727,0.48041463636363635
5.4,0.782133090909091,0.5195527272727273
5.5,0.8873668181818182,0.5689245454545455
5.6,0.9850726363636365,0.6227335454545454
5.7,1.1595163636363637,0.701288
5.8,1.333513,0.782665
5.9,1.7365234545454546,0.9423197272727273
6.0,2.352305454545455,1.2060105454545453
