NumRelays,AvgQDelay,AvgDDelay
50,3.68323609091,3.13533372727
100,0.735675636364,2.43008145455
150,0.418928,2.25480754545
200,0.292859181818,2.19960581818
250,0.227506090909,2.14543554545
300,0.184899636364,2.12188745455
350,0.156068181818,2.106565
400,0.134551909091,2.10123418182
450,0.118753,2.06789972727
500,0.106074,2.07022590909
