ArrivalRate,AvgQDelay,AvgDDelay
1.0,0.184622636364,0.172831363636
1.5,0.196629272727,0.174862727273
2.0,0.212582727273,0.177691636364
2.5,0.232801363636,0.182127727273
3.0,0.258116090909,0.186905090909
3.5,0.292791363636,0.191956636364
4.0,0.343818454545,0.199495090909
4.5,0.422519090909,0.207852454545
5.0,0.555194636364,0.220116454545
5.1,0.597818909091,0.223293818182
5.2,0.665245636364,0.227438818182
5.3,0.722430909091,0.231002181818
5.4,0.786807818182,0.234992636364
5.5,0.886257363636,0.239975545455
5.6,1.00958763636,0.246104181818
5.7,1.12078509091,0.251626727273
5.8,1.45156381818,0.260636090909
5.9,1.78244336364,0.270997727273
6.0,2.37732681818,0.281453181818
