ArrivalRate,AvgQDelay,AvgDDelay
0.0909,1.10833636364,2.43292327273
0.13635,1.14719809091,2.46260554545
0.1818,1.19219381818,2.49904790909
0.22725,1.24071518182,2.53320609091
0.2727,1.29762809091,2.56171354545
0.31815,1.35532136364,2.58420127273
0.3636,1.43249709091,2.62893827273
0.40905,1.51115154545,2.65707672727
0.4545,1.61008554545,2.70045536364
0.49995,1.73266181818,2.74528081818
0.5454,1.87492118182,2.79394627273
0.59085,2.04604618182,2.84388545455
0.6363,2.26499218182,2.88580909091
0.68175,2.58741590909,2.94779227273
0.7272,3.02333109091,3.01736718182
0.77265,3.76854145455,3.10357554545
0.8181,5.22376818182,3.19662490909
0.82719,5.93786109091,3.23249336364
0.83628,6.81645727273,3.27535027273
0.84537,7.32339681818,3.28763536364
0.85446,8.82468081818,3.33745172727
0.86355,10.3716208182,3.37946863636
0.87264,14.1864406364,3.42962045455
0.88173,18.5511684545,3.46462754545
0.89082,26.3158560909,3.47746218182
