ArrivalRate,AvgQDelay,AvgDDelay
0.1,1.11565981818,2.43815754545
0.15,1.16023536364,2.48545690909
0.2,1.20779654545,2.499946
0.25,1.26712327273,2.53483236364
0.3,1.33326518182,2.57680463636
0.35,1.41180127273,2.61869927273
0.4,1.49336245455,2.651465
0.45,1.61011809091,2.70150727273
0.5,1.73502745455,2.74305236364
0.55,1.888532,2.78859009091
0.6,2.06358618182,2.84614318182
0.65,2.31815927273,2.90310409091
0.7,2.64552627273,2.97033918182
0.75,3.09475045455,3.03959654545
0.8,3.73878263636,3.12940545455
0.85,4.83748736364,3.22940681818
0.9,7.19481327273,3.38551172727
0.91,7.81936809091,3.42133327273
0.92,9.08663963636,3.46760509091
0.93,10.1659484545,3.50444390909
0.94,11.2189989091,3.53925554545
0.95,14.1478103636,3.58823045455
0.96,18.0042308182,3.66218790909
0.97,23.2681942727,3.72690336364
0.98,36.3379952727,3.84499281818
