NumCopies,AvgQDelay,AvgDDelay
5,0.107330454545,0.446500636364
10,0.229419181818,0.290487
15,0.371857,0.265586818182
20,0.538928545455,0.273352
25,0.741535272727,0.294809727273
30,0.987568454545,0.323999545455
