NumCopies,AvgQDelay,AvgDDelay
5,0.230229454545,0.491681545455
10,0.537672636364,0.383492181818
15,0.976400636364,0.410827545455
20,1.657644,0.487509090909
25,2.80043872727,0.607824363636
30,5.64191209091,0.818433545455
