RelayBuffer,ArrivalRate,Run,NumSources,CommnArrivalRate,NumCopies,NumRelays,SourceBuffer,MeetingRate,AvgQDelay,StdQDelay,AvgDDelay,StdDDelay,FractionDropped
1,0.74,0.5,1.0,0.55,30.0,100.0,500.0,0.1,43.6363105,47.58664300000001,3.259556,0.6347875000000001,0.0
1,0.742,0.5,1.0,0.55,30.0,100.0,500.0,0.1,32.921111499999995,25.541491999999998,3.2313475,0.6338835,0.0
1,0.744,0.5,1.0,0.55,30.0,100.0,500.0,0.1,35.021770000000004,30.387538499999998,3.2439955,0.6693035,0.0
1,0.746,0.5,1.0,0.55,30.0,100.0,500.0,0.1,60.392386,55.189683,3.2510845,0.687735,0.0
1,0.748,0.5,1.0,0.55,30.0,100.0,500.0,0.1,77.52339950000001,56.150071,3.2202375,0.5909059999999999,0.0
1,0.75,0.5,1.0,0.55,30.0,100.0,500.0,0.1,65.859343,45.167816,3.210698,0.6172585,0.0
1,0.752,0.5,1.0,0.55,30.0,100.0,500.0,0.1,46.79737,34.146089,3.2379985,0.615786,0.0
1,0.754,0.5,1.0,0.55,30.0,100.0,500.0,0.1,200.26135050000002,70.313585,3.2357164999999997,0.656731,0.0
1,0.756,0.5,1.0,0.55,30.0,100.0,500.0,0.1,109.34704049999999,76.645556,3.2232675000000004,0.6024375,0.0
1,0.758,0.5,1.0,0.55,30.0,100.0,500.0,0.1,227.007049,118.1444185,3.2526785,0.6214170000000001,0.0005099999999999999
1,0.76,0.5,1.0,0.55,30.0,100.0,500.0,0.1,88.341382,56.187496499999995,3.250456,0.6500299999999999,0.0
1,0.762,0.5,1.0,0.55,30.0,100.0,500.0,0.1,172.433968,141.27451449999998,3.2451135,0.6437489999999999,0.001864
1,0.764,0.5,1.0,0.55,30.0,100.0,500.0,0.1,166.216868,132.6490805,3.2399240000000002,0.617583,0.0022115
1,0.766,0.5,1.0,0.55,30.0,100.0,500.0,0.1,198.435694,106.77602150000001,3.2632754999999998,0.6456785,0.0
1,0.768,0.5,1.0,0.55,30.0,100.0,500.0,0.1,299.042184,123.565484,3.2480935000000004,0.6511745,0.0021335
1,0.77,0.5,1.0,0.55,30.0,100.0,500.0,0.1,464.78184049999993,185.4624925,3.268547,0.6376489999999999,0.007325
1,0.772,0.5,1.0,0.55,30.0,100.0,500.0,0.1,444.731191,160.6468685,3.254273,0.682075,0.006574
1,0.774,0.5,1.0,0.55,30.0,100.0,500.0,0.1,446.607354,200.15061649999998,3.2816415,0.5790044999999999,0.0081535
1,0.776,0.5,1.0,0.55,30.0,100.0,500.0,0.1,479.842452,187.5028845,3.2912109999999997,0.6539969999999999,0.009484000000000001
1,0.778,0.5,1.0,0.55,30.0,100.0,500.0,0.1,463.1934145,208.43669500000001,3.243464,0.635713,0.012024499999999999
1,0.78,0.5,1.0,0.55,30.0,100.0,500.0,0.1,532.4363615,179.55323349999998,3.2279240000000002,0.6467475,0.0190705
1,0.782,0.5,1.0,0.55,30.0,100.0,500.0,0.1,539.2126245,172.78260749999998,3.196982,0.6051310000000001,0.024051999999999997
1,0.784,0.5,1.0,0.55,30.0,100.0,500.0,0.1,518.811149,195.0259685,3.236775,0.655608,0.0198345
