RelayBuffer,ArrivalRate,Run,NumSources,CommnArrivalRate,NumCopies,NumRelays,SourceBuffer,MeetingRate,AvgQDelay,StdQDelay,AvgDDelay,StdDDelay,FractionDropped
100,0.685,0.5,1.0,0.55,10.0,50.0,500.0,0.1,203.797795,152.511767,3.3172895000000002,1.4738015,0.0
100,0.686,0.5,1.0,0.55,10.0,50.0,500.0,0.1,316.35707049999996,172.969189,3.3128495000000004,1.468248,7.3e-05
100,0.687,0.5,1.0,0.55,10.0,50.0,500.0,0.1,215.44562050000002,167.8639295,3.297923,1.4644300000000001,5.45e-05
100,0.688,0.5,1.0,0.55,10.0,50.0,500.0,0.1,325.7763355,185.2186975,3.310962,1.459072,0.0
100,0.689,0.5,1.0,0.55,10.0,50.0,500.0,0.1,365.9385325,187.68126,3.310501,1.468505,0.0007199999999999999
100,0.69,0.5,1.0,0.55,10.0,50.0,500.0,0.1,339.6023955,226.79041700000002,3.304055,1.457865,0.0012055
100,0.691,0.5,1.0,0.55,10.0,50.0,500.0,0.1,381.28529649999996,207.7480365,3.308274,1.4566970000000001,0.0022485
100,0.692,0.5,1.0,0.55,10.0,50.0,500.0,0.1,454.8823805,214.66663800000003,3.3049785,1.4585080000000001,0.0038435
100,0.693,0.5,1.0,0.55,10.0,50.0,500.0,0.1,571.774164,165.76881600000002,3.3054615000000003,1.455672,0.0071849999999999995
100,0.694,0.5,1.0,0.55,10.0,50.0,500.0,0.1,566.520315,152.524173,3.3107819999999997,1.466932,0.005249
100,0.695,0.5,1.0,0.55,10.0,50.0,500.0,0.1,539.2586195,192.7268215,3.3164185,1.466555,0.007653999999999999
100,0.696,0.5,1.0,0.55,10.0,50.0,500.0,0.1,572.5109635,160.73989500000002,3.3128219999999997,1.4719579999999999,0.0075025000000000005
500,0.685,0.5,1.0,0.55,10.0,50.0,500.0,0.1,137.713178,115.19467449999999,3.293902,1.4527634999999999,0.0
500,0.686,0.5,1.0,0.55,10.0,50.0,500.0,0.1,130.48349,94.7002795,3.3059335,1.4664760000000001,0.0
500,0.687,0.5,1.0,0.55,10.0,50.0,500.0,0.1,142.41356000000002,122.9640605,3.3050335000000004,1.4612525,0.0
500,0.688,0.5,1.0,0.55,10.0,50.0,500.0,0.1,196.9357515,157.9094795,3.3012930000000003,1.4590115,0.0002
500,0.689,0.5,1.0,0.55,10.0,50.0,500.0,0.1,391.38242750000006,209.79368649999998,3.309856,1.4697115,0.002013
500,0.69,0.5,1.0,0.55,10.0,50.0,500.0,0.1,287.7571425,211.432033,3.313711,1.4655135,0.000665
500,0.691,0.5,1.0,0.55,10.0,50.0,500.0,0.1,538.469723,185.91690799999998,3.306828,1.4702285,0.0051305
500,0.692,0.5,1.0,0.55,10.0,50.0,500.0,0.1,433.53930249999996,170.77045199999998,3.311255,1.459366,0.003978
500,0.693,0.5,1.0,0.55,10.0,50.0,500.0,0.1,560.3929854999999,153.8647415,3.308942,1.468578,0.004206
500,0.694,0.5,1.0,0.55,10.0,50.0,500.0,0.1,583.5754525,173.9089795,3.3038990000000004,1.4628230000000002,0.0105245
500,0.695,0.5,1.0,0.55,10.0,50.0,500.0,0.1,592.5005430000001,178.8807225,3.314909,1.4717295,0.008513
500,0.696,0.5,1.0,0.55,10.0,50.0,500.0,0.1,598.1990625000001,156.11004150000002,3.3062365000000002,1.464187,0.0105815
900,0.685,0.5,1.0,0.55,10.0,50.0,500.0,0.1,189.960006,142.63278,3.3034775,1.469984,0.0
900,0.686,0.5,1.0,0.55,10.0,50.0,500.0,0.1,211.94734899999997,146.0822845,3.3025715,1.4630205,0.0
