RelayBuffer,ArrivalRate,Run,NumSources,CommnArrivalRate,NumCopies,NumRelays,SourceBuffer,MeetingRate,AvgQDelay,StdQDelay,AvgDDelay,StdDDelay,FractionDropped
900,0.687,0.5,1.0,0.55,10.0,50.0,500.0,0.1,280.293549,171.854001,3.3058980000000004,1.4593150000000001,0.0006025000000000001
900,0.688,0.5,1.0,0.55,10.0,50.0,500.0,0.1,267.560782,156.51620100000002,3.3113175,1.4683395,0.0005595
900,0.689,0.5,1.0,0.55,10.0,50.0,500.0,0.1,436.78020549999997,168.234756,3.3171825000000004,1.4716255,0.000805
900,0.69,0.5,1.0,0.55,10.0,50.0,500.0,0.1,331.1105195,115.2819485,3.314255,1.474838,0.0
900,0.691,0.5,1.0,0.55,10.0,50.0,500.0,0.1,564.8521615,183.78063450000002,3.3081335,1.455537,0.006007
900,0.692,0.5,1.0,0.55,10.0,50.0,500.0,0.1,537.256586,171.8410535,3.308128,1.4662264999999999,0.0040605
900,0.693,0.5,1.0,0.55,10.0,50.0,500.0,0.1,449.253973,193.254367,3.304789,1.4654515,0.00404
900,0.694,0.5,1.0,0.55,10.0,50.0,500.0,0.1,564.64499,196.35231199999998,3.3161895,1.470061,0.009364
900,0.695,0.5,1.0,0.55,10.0,50.0,500.0,0.1,530.584764,180.505878,3.3103085000000005,1.4691635,0.0054529999999999995
900,0.696,0.5,1.0,0.55,10.0,50.0,500.0,0.1,558.402602,188.4619405,3.307111,1.4676144999999998,0.007768000000000001
1300,0.685,0.5,1.0,0.55,10.0,50.0,500.0,0.1,151.554462,111.24382750000001,3.3033599999999996,1.4611595,0.0
1300,0.686,0.5,1.0,0.55,10.0,50.0,500.0,0.1,177.690057,115.50264149999998,3.305924,1.467333,0.0
1300,0.687,0.5,1.0,0.55,10.0,50.0,500.0,0.1,309.75784999999996,192.47958699999998,3.3042580000000004,1.4564529999999998,0.000678
1300,0.688,0.5,1.0,0.55,10.0,50.0,500.0,0.1,429.877295,178.372195,3.307255,1.463484,0.001545
1300,0.689,0.5,1.0,0.55,10.0,50.0,500.0,0.1,398.25671,173.90468249999998,3.3096180000000004,1.4560605,0.0020865
1300,0.69,0.5,1.0,0.55,10.0,50.0,500.0,0.1,491.61725049999995,193.1438435,3.3162205,1.4712785,0.004091
1300,0.691,0.5,1.0,0.55,10.0,50.0,500.0,0.1,449.3812835,203.3149915,3.312157,1.469532,0.002772
1300,0.692,0.5,1.0,0.55,10.0,50.0,500.0,0.1,504.8591525,199.442421,3.3128095,1.4672619999999998,0.0055925
1300,0.693,0.5,1.0,0.55,10.0,50.0,500.0,0.1,497.042831,202.848835,3.3146934999999997,1.4670610000000002,0.0034089999999999997
1300,0.694,0.5,1.0,0.55,10.0,50.0,500.0,0.1,542.3095745,168.1919605,3.30879,1.468547,0.00498
1300,0.695,0.5,1.0,0.55,10.0,50.0,500.0,0.1,557.416105,178.48516899999998,3.3068334999999998,1.45953,0.007683
1300,0.696,0.5,1.0,0.55,10.0,50.0,500.0,0.1,604.228556,148.396001,3.3154595000000002,1.475198,0.008667000000000001
