ArrivalRate,AvgQDelay,AvgDDelay
0.1,1.1145414545454546,2.6320810909090913
0.15,1.1605544545454547,2.791182
0.2,1.2120946363636365,2.9387296363636364
0.25,1.2673901818181819,3.144911090909091
0.3,1.3339073636363636,3.354266727272727
0.35,1.410239909090909,3.5938689999999993
0.4,1.4939033636363634,3.872276909090908
0.45,1.5998525454545456,4.231506363636364
0.5,1.731600272727273,4.646305363636364
0.55,1.8736577272727273,5.1311527272727275
0.6,2.064277363636364,5.740932090909092
0.65,2.310055818181818,6.5733998181818185
0.7,2.614055090909091,7.551261818181818
0.75,3.086825818181818,9.147276
0.8,3.728351181818182,11.331423545454545
0.85,4.8660298181818185,15.169309454545454
0.9,7.015058272727273,23.396781363636364
0.91,7.730864818181817,25.45166045454545
0.92,8.899838272727274,29.42451063636363
0.93,10.03016590909091,32.504236545454546
0.94,11.418103818181818,37.67877936363636
0.95,13.314642454545453,44.97506390909091
0.96,16.737896272727273,59.41612063636364
0.97,23.485382818181815,74.84390536363637
0.98,36.131775454545455,105.3563119090909
