NumRelays,AvgQDelay,AvgDDelay
50,4.952014818181818,15.355956454545453
100,0.7591478181818182,3.7614763636363637
150,0.4255435454545454,2.9502004545454543
200,0.2971452727272727,2.6484785454545454
250,0.22847354545454543,2.497180818181818
300,0.1858940909090909,2.402715
350,0.15658736363636364,2.335802909090909
400,0.13538536363636364,2.2887749090909093
450,0.11909127272727273,2.2565153636363635
500,0.10656872727272729,2.2284968181818177
