ArrivalRate,AvgQDelay,AvgDDelay
0.0833,1.1037804545454546,2.6025935454545457
0.12495,1.1379158181818183,2.7027326363636366
0.1666,1.1733336363636364,2.822969272727273
0.20825,1.2206602727272726,2.9831174545454546
0.2499,1.2664539999999997,3.1303232727272725
0.29155,1.3237034545454547,3.318137272727272
0.3332,1.3853354545454546,3.490169272727273
0.37485,1.4637237272727275,3.7093719999999992
0.4165,1.5529519090909092,3.9645189090909088
0.45815,1.654362818181818,4.220836272727273
0.4998,1.7900866363636367,4.5190268181818185
0.54145,1.964451818181818,4.886829818181819
0.5831,2.1997235454545456,5.289080181818182
0.62475,2.5315717272727274,5.788855363636363
0.6664,3.0766925454545455,6.3674100000000005
0.70805,3.986873727272727,6.994568
0.7497,6.082925181818182,7.88667909090909
0.75803,6.904357090909091,8.091854636363635
0.76636,7.888677363636364,8.333509636363635
0.77469,9.260914454545453,8.488849
0.7830199999999999,10.400499636363636,8.668709272727272
0.79135,12.225165545454548,8.89319781818182
0.7996800000000001,15.32609981818182,9.123801181818182
0.80801,20.925974636363637,9.276406000000001
0.81634,29.341757909090905,9.42047772727273
