ArrivalRate,FIFO-Q,FIFO-D,STD-FIFO-Q,STD-FIFO-D,R-Q,R-D,STD-R-Q,STD-R-D,LIFO-Q,LIFO-D,STD-LIFO-Q,STD-LIFO-D
0.56818,0.13142149999999997,0.16940922727272725,0.0010726441184110984,0.0014682319114797324,0.13110445454545452,0.16877481818181816,0.000691814365912649,0.0016518178049064749,0.13104777272727272,0.1687593636363636,0.0006340314647305663,0.0013227702008772998
1.13636,0.13808836363636362,0.17019645454545454,0.0008209842261378114,0.0009104746395502076,0.1379353636363636,0.17043322727272725,0.0007184516781613183,0.0008572135885318423,0.13711768181818182,0.16988163636363637,0.0005655118529652219,0.0010998698860473345
1.7045400000000002,0.14618959090909092,0.17211827272727273,0.0007723524768425691,0.0010262216033687706,0.14548081818181816,0.17192781818181813,0.0008958468000598611,0.0009995062417377533,0.14512545454545453,0.17136995454545456,0.0008523442031788736,0.0010257666808537727
2.27272,0.1554282272727273,0.1731831363636364,0.0008332104822865588,0.0009394923804376644,0.1548435909090909,0.1732380909090909,0.0008855418926978753,0.0007538747470230885,0.15424954545454547,0.1732320454545455,0.0006575492541589777,0.0008909883478086158
2.8409,0.16717840909090909,0.17511118181818183,0.001303463797845713,0.00046527387084573877,0.16597313636363634,0.17479063636363634,0.0009666145780114433,0.0007199581036391463,0.1654371818181818,0.17469509090909094,0.0011815706510671297,0.0008723510056486882
3.4090800000000003,0.182005,0.17704277272727273,0.001040335705891315,0.0006321090873167253,0.18046095454545455,0.1764937727272727,0.000891046333960292,0.0004807635724075955,0.17923350000000002,0.17636186363636364,0.0009638924930173675,0.0005492606541832096
3.97726,0.2004914090909091,0.17871518181818183,0.0018021172642753082,0.0007258915461668772,0.1990726818181818,0.17856536363636363,0.0011750439256779852,0.0007933159789291062,0.19623240909090905,0.17774281818181817,0.0016541367381461666,0.00067847164634329
4.54544,0.2256469545454545,0.18100349999999998,0.002060863838233925,0.0007478377561502338,0.22319495454545454,0.18046500000000001,0.0021271140851324474,0.0007213350717345495,0.22091809090909093,0.17989036363636363,0.0016148612179524174,0.0004986784005610721
5.11362,0.26290972727272727,0.18324904545454546,0.002815337046249112,0.0006470869874012829,0.25638600000000006,0.18244704545454546,0.0032089840997394994,0.000551998315842216,0.2518632727272727,0.18170518181818182,0.0023188822467859163,0.00038987966841598476
5.6818,0.31673363636363633,0.18544490909090908,0.0039989089172096075,0.00041606900859523046,0.3064613636363636,0.18449563636363636,0.004653487862887719,0.0006994259241525322,0.30079645454545456,0.18385595454545456,0.00501702588551531,0.000693960646425916
6.24998,0.40736500000000003,0.18782618181818184,0.008470882581778928,0.0005403925060602314,0.3918354090909091,0.18673995454545453,0.009334968837956975,0.0004811785607851918,0.37835118181818184,0.1858678181818182,0.0068538174252529725,0.000547558184458945
6.818160000000001,0.5942327727272728,0.19011700000000004,0.018727449507103887,0.00047312275664687593,0.5609303636363635,0.1891800909090909,0.015225177288968383,0.0007105904928190763,0.5293548181818181,0.18800309090909095,0.011997030436683126,0.0004472193356722583
7.38634,1.2988087272727273,0.1929063181818182,0.1305954323773494,0.0006329695235545834,1.078135772727273,0.19161831818181818,0.0718796667632336,0.0006291288297444248,0.938311590909091,0.19030513636363636,0.05336051982653473,0.0004242098868938926
7.95452,55.82598645454546,0.19532495454545454,8.89760402082552,0.0005007970292465423,20.35854304545455,0.19391495454545457,10.800678755705498,0.000483305530622957,7.297636772727272,0.19272359090909094,3.638036714734891,0.0005552425175063148
8.5227,58.43633222727272,0.19542959090909087,0.6174318509417268,0.0013317010124574103,58.693423681818174,0.19402718181818182,0.7118235180023078,0.0009111633921930359,58.689186681818185,0.1929306818181818,0.4546661964592309,0.0010694454453622382
9.09088,55.44245413636366,0.19512490909090907,0.9072010208155578,0.001410045386270239,55.08876163636364,0.19395259090909092,0.8223237560997833,0.0014479505601626454,55.24130577272728,0.19242240909090907,0.9573181909501626,0.001456027199480731
9.65906,51.56869086363636,0.19523363636363636,0.8755781661475541,0.001416965757070354,51.83564736363635,0.19407131818181816,0.9730671583362211,0.0026303451952776787,51.820076409090916,0.193407,1.123541620328013,0.0016307840358025841
10.22724,48.86499586363636,0.19531318181818183,1.1170455794988539,0.0022650041235401036,48.667780590909096,0.19404959090909094,0.7969541464136269,0.0024011658806879716,48.98362190909091,0.1929213636363637,1.1556787542679727,0.002349771367712072
10.79542,46.65311113636364,0.1953614090909091,1.3178799048327323,0.0024729422163948136,46.19250668181818,0.19426300000000002,1.0850123347705452,0.003085424444059529,46.02594045454546,0.19267672727272728,1.1702055096690007,0.002518080772973892
11.3636,44.05045309090909,0.19504354545454544,1.1353914353573622,0.003558339858059452,43.996908545454545,0.19457954545454542,1.1873867857920974,0.002561524187764424,44.324380545454545,0.19309759090909087,0.8520364296352549,0.003709090604230311
11.93178,41.99668995454545,0.19523,1.1442511897572993,0.0032535652532480214,42.31139181818182,0.19451877272727278,1.1672839578301373,0.0030021304963835298,41.72961404545455,0.19345418181818178,0.9039637934132341,0.0026479023258558334
12.49996,40.29756786363636,0.19507309090909095,1.1313037832355965,0.0038148740715544163,39.99468759090909,0.19418127272727273,0.9443250291563846,0.0029988191355585594,40.22630663636364,0.1921499090909091,0.7894624780093843,0.0023934940768892375
13.06814,38.27850445454545,0.19482381818181815,0.9717751303872786,0.0029438388872252276,38.11880136363636,0.19495477272727274,0.8960141751322136,0.0040190652186300425,38.503932545454546,0.19237581818181815,0.8811931009448132,0.0029717158365138176
