ArrivalRate,AvgQDelay,AvgDDelay
0.52083,0.1650189090909091,0.2527449090909091
1.04166,0.1709825,0.2553838181818182
1.56249,0.17786290909090907,0.2569723181818182
2.08332,0.1857920909090909,0.2580471818181818
2.60415,0.1953247272727273,0.2595413181818182
3.12498,0.20711204545454545,0.2619551818181818
3.64581,0.2215398636363636,0.26362450000000004
4.16664,0.2393343181818182,0.2652304090909091
4.687469999999999,0.26318468181818183,0.2672408181818181
4.739553,0.2662879090909091,0.2674701818181818
4.7916360000000005,0.268448,0.2677010454545454
4.843719,0.2709791818181818,0.26773604545454543
4.895802,0.274658,0.26815100000000003
4.947884999999999,0.27786431818181817,0.2678070454545454
4.999968,0.28021718181818184,0.2683777727272727
5.0520510000000005,0.28476877272727275,0.2686959090909091
5.104133999999999,0.2875453636363636,0.26862145454545455
