ArrivalRate,AvgQDelay,AvgDDelay
0.1,1.0586544545454546,2.8251722727272734
0.15,1.092961909090909,2.8565977727272736
0.2,1.1324704545454547,2.874042363636364
0.25,1.1730298636363636,2.8959255909090906
0.3,1.2207775,2.9095027272727267
0.35,1.2752130000000002,2.932160409090909
0.4,1.3383180909090913,2.947462727272727
0.45,1.408201909090909,2.967543818181818
0.5,1.4932555,2.9828088181818178
0.55,1.5909077272727272,3.0082305909090907
0.6,1.7120293181818182,3.0282002272727273
0.65,1.8608975454545453,3.0447884090909096
0.7,2.038975227272728,3.0709122727272726
0.75,2.2748211818181816,3.085734954545454
0.8,2.6032505454545456,3.1088026818181818
0.85,3.070328318181818,3.1311491363636366
0.9,3.7596312272727275,3.1513592272727275
0.91,3.929731409090908,3.152294318181819
0.92,4.134299454545454,3.158239181818182
0.93,4.40473340909091,3.160972727272727
0.94,4.727022090909092,3.1669976363636367
0.95,4.9009517727272724,3.1701655454545445
0.96,5.281876499999999,3.1747149545454545
0.97,5.8392469545454535,3.1765302727272724
0.98,6.217237909090909,3.178581818181818
