NumRelays,AvgQDelay,AvgDDelay
50,2.9973547272727274,3.1171835000000003
100,0.7044239999999999,2.514834272727272
150,0.4096569545454546,2.341305590909091
200,0.2888349090909091,2.2546541363636368
250,0.22419918181818185,2.194736772727273
300,0.1829868181818182,2.1697156363636365
350,0.15455336363636368,2.1479793636363635
400,0.1337945,2.112797318181818
450,0.11801781818181817,2.1110280454545456
500,0.10534736363636363,2.1000156818181823
