NumCopies,AvgQDelay,AvgDDelay
5,0.10400204545454543,0.484147590909091
10,0.21399763636363636,0.3845960454545455
15,0.3235257272727273,0.420852
20,0.4304753636363636,0.4899724545454545
25,0.5319625909090909,0.5713236363636364
30,0.6375455454545453,0.6638113636363637
