ArrivalRate,AvgQDelay,AvgDDelay
0.3125,0.16296822727272728,0.25059895454545456
0.625,0.16681227272727275,0.25342095454545455
0.9375,0.17073177272727272,0.2533225454545454
1.25,0.17417754545454545,0.2537756363636363
1.5625,0.17898950000000002,0.2545689545454546
1.875,0.18417118181818182,0.25548154545454554
2.1875,0.18983418181818185,0.2559720909090909
2.5,0.19561704545454547,0.25653190909090906
2.8125,0.20332395454545457,0.25703113636363634
2.84375,0.2032371363636364,0.2570631363636364
2.875,0.2043880454545455,0.25714895454545456
2.90625,0.20490040909090912,0.25728763636363633
2.9375,0.20643540909090907,0.2570239545454545
2.96875,0.20652486363636366,0.257149
3.0,0.20691854545454544,0.25734777272727277
3.03125,0.20862404545454546,0.25725254545454546
3.0625,0.20921745454545454,0.2572757727272727
