ArrivalRate,AvgQDelay,AvgDDelay
1.0,0.17053822727272727,0.25503245454545453
1.5,0.17712959090909092,0.2560844090909091
2.0,0.18440618181818183,0.2575722272727274
2.5,0.193435590909091,0.2592702727272727
3.0,0.20414500000000002,0.26120472727272726
3.5,0.21639181818181819,0.2626797272727273
4.0,0.2327806363636364,0.2644177727272727
4.5,0.253799090909091,0.26636536363636365
5.0,0.28087045454545456,0.2684896363636364
5.1,0.28807381818181815,0.26866745454545454
5.2,0.2940755909090909,0.26938527272727275
5.3,0.30299404545454545,0.2695908636363636
5.4,0.3108856818181818,0.26984495454545454
5.5,0.31964695454545455,0.2702599090909091
5.6,0.32899454545454543,0.27080177272727274
5.7,0.3383845454545455,0.27115486363636365
5.8,0.34922522727272726,0.27192872727272727
5.9,0.36312763636363643,0.27226659090909094
6.0,0.3741527272727273,0.27219650000000006
