NumRelays,AvgQDelay,AvgDDelay
50,2.6096315000000003,3.113817863636364
100,0.6826669545454546,2.514191
150,0.4027552272727272,2.332036409090909
200,0.2860314090909091,2.254611954545455
250,0.22192863636363638,2.201800909090909
300,0.18195913636363636,2.157619545454545
350,0.153537,2.1364562727272722
400,0.13320054545454543,2.127859636363636
450,0.11767518181818182,2.1130725000000004
500,0.10499313636363637,2.0936611363636364
