NumCopies,AvgQDelay,AvgDDelay
5,0.21731140909090907,0.5688936818181817
10,0.44853909090909094,0.5756354090909092
15,0.6721895,0.7226511363636363
20,0.8881871363636364,0.9031210454545456
25,1.1066078181818184,1.0863172727272727
30,,
