ArrivalRate,AvgQDelay,AvgDDelay
0.0833,1.0497878636363636,2.842974227272727
0.12495,1.0747351818181818,2.8440205000000005
0.1666,1.1038899545454546,2.8587258181818176
0.20825,1.1365963181818182,2.875257681818182
0.2499,1.172776681818182,2.881291818181818
0.29155,1.2106730909090908,2.901398590909092
0.3332,1.2565920454545454,2.923620772727273
0.37485,1.305955227272727,2.9407211363636363
0.4165,1.3610315000000002,2.9547208636363633
0.45815,1.4199659090909091,2.9699379545454545
0.4998,1.488765,2.987261727272728
0.54145,1.5767977272727274,3.0038673181818183
0.5831,1.6708946363636366,3.0185143636363634
0.62475,1.781254227272727,3.0389276363636357
0.6664,1.9092048636363637,3.0563857272727266
0.70805,2.0691613636363644,3.0721743636363636
0.7497,2.2666839090909088,3.0912494545454545
0.75803,2.328865,3.0863152727272722
0.76636,2.3751188636363634,3.0952292272727275
0.77469,2.4184337272727277,3.0991978181818185
0.7830199999999999,2.4734020909090906,3.1028281363636365
0.79135,2.5389540454545454,3.105771772727273
0.7996800000000001,2.5960550909090916,3.113569545454545
0.80801,2.6676532727272733,3.112442727272727
0.81634,2.723068,3.1139279090909096
