ArrivalRate,AvgQDelay,AvgDDelay
0.1,0.9819434090909094,2.422319772727273
0.35,1.196287090909091,2.491734
0.6,1.6260814999999995,2.5821451363636365
0.85,2.9771040454545457,2.6697920000000006
1.0,7.603528227272729,2.7156201818181818
1.1,452.7861264090909,2.7467675454545453
1.25,400.1690069090909,2.7490704090909093
1.5,331.03764354545456,2.7316424999999995
1.75,290.02651859090906,2.7386099545454545
2.0,251.55291786363634,2.748470090909091
2.25,221.58932990909088,2.7369156363636367
2.5,201.14434386363635,2.743390181818182
2.75,181.93584159090912,2.7572080909090917
3.0,166.18578054545458,2.7395630454545454
