ArrivalRate,AvgQDelay,AvgDDelay
0.1,0.9835064545454544,2.425214909090909
0.35,1.1993990909090908,2.497474090909091
0.6,1.6306651818181819,2.5770510909090905
0.85,2.969265636363636,2.665106636363636
1.0,7.414240318181816,2.718940363636363
1.1,445.95857027272723,2.7531248181818184
1.25,399.18549236363634,2.753871818181818
1.5,332.0020407272727,2.7345979090909087
1.75,284.50831018181816,2.737557136363637
2.0,252.5557079999999,2.752022
2.25,220.2343411818181,2.7668012272727274
2.5,199.91520345454546,2.756373454545454
2.75,181.9398738181818,2.7754476363636362
3.0,165.5201589090909,2.7552043636363637
