ArrivalRate,AvgQDelay,AvgDDelay
0.3125,0.18201427272727277,0.17119190909090906
0.625,0.201706,0.17590318181818185
0.9375,0.22652627272727272,0.17980045454545454
1.25,0.2615481818181818,0.185415
1.5625,0.3103252727272727,0.19188127272727273
1.875,0.3931321818181818,0.19945799999999994
2.1875,0.5287120000000001,0.2084243636363636
2.5,0.8294989999999999,0.2186621818181818
2.8125,1.6506007272727272,0.23023463636363636
2.84375,1.9463459090909092,0.23189072727272728
2.875,2.0603553636363636,0.23336690909090907
2.90625,2.3579054545454547,0.23446918181818183
2.9375,2.826782727272727,0.23484200000000002
2.96875,3.414103454545454,0.2363930909090909
3.0,4.721638181818182,0.2377506363636364
3.03125,5.50320709090909,0.23742336363636365
3.0625,7.810646090909089,0.23730290909090906
