NumRelays,AvgQDelay,AvgDDelay
50,4.756923727272727,3.2489020909090898
100,0.7574335454545454,2.4382650909090913
150,0.42226472727272724,2.281639727272727
200,0.2971226363636363,2.1810794545454546
250,0.2287398181818182,2.159344909090909
300,0.18554272727272725,2.1202073636363634
350,0.15686027272727274,2.122327
400,0.13552354545454545,2.0939645454545452
450,0.11937563636363638,2.0859102727272725
500,0.10656190909090908,2.0708369999999996
