ArrivalRate,AvgQDelay,AvgDDelay
0.1,1.1161638181818183,2.4381308181818184
0.15,1.1615178181818182,2.474544090909091
0.2,1.2099475454545454,2.508360272727273
0.25,1.2629648181818183,2.532342
0.3,1.3272943636363637,2.5701400000000003
0.35,1.404920909090909,2.612044272727273
0.4,1.492181,2.6526802727272725
0.45,1.5977539090909092,2.693841090909091
0.5,1.7254830909090908,2.7448001818181815
0.55,1.8705923636363637,2.7864359090909088
0.6,2.064592,2.8473999090909086
0.65,2.3074418181818177,2.8968450909090913
0.7,2.611948454545454,2.9647350000000006
0.75,3.0536605454545453,3.041281818181818
0.8,3.7364760909090906,3.124973272727273
0.85,4.87733909090909,3.2483032727272727
0.9,7.092064454545454,3.4075420909090908
0.91,7.942013818181818,3.437730181818182
0.92,8.581819545454547,3.4745415454545454
0.93,9.96261390909091,3.527438090909091
0.94,11.860492818181815,3.5677996363636364
0.95,13.716633181818183,3.6216766363636363
0.96,15.957253636363639,3.6831345454545454
0.97,22.557448636363635,3.7906722727272726
0.98,38.99482218181818,3.9959095454545452
