Run,NumSources,CommnArrivalRate,ArrivalRate,NumCopies,NumRelays,RelayBuffer,MeetingRate,AvgQDelay,StdQDelay,AvgDDelay,StdDDelay
0,1,0.900000,0.455000,5,50,1,0.100000,11.427033,30.532530,2.862379,2.492937
0,1,0.900000,0.460000,5,50,1,0.100000,13.835013,37.893907,2.882127,2.542679
0,1,0.900000,0.465000,5,50,1,0.100000,15.543013,45.894880,2.856886,2.482768
0,1,0.900000,0.470000,5,50,1,0.100000,22.128992,79.237254,2.875197,2.557624
0,1,0.900000,0.475000,5,50,1,0.100000,25.084134,83.574961,2.874222,2.501137
0,1,0.900000,0.480000,5,50,1,0.100000,43.125910,253.177938,2.897341,2.529985
0,1,0.900000,0.485000,5,50,1,0.100000,28.667524,103.646547,2.899776,2.578889
0,1,0.900000,0.490000,5,50,1,0.100000,32.728479,110.575624,2.907106,2.544602
1,1,0.900000,0.455000,5,50,1,0.100000,13.565135,39.248465,2.859137,2.481977
1,1,0.900000,0.460000,5,50,1,0.100000,14.298736,40.239329,2.873995,2.489005
1,1,0.900000,0.465000,5,50,1,0.100000,13.895363,41.199650,2.867303,2.503890
1,1,0.900000,0.470000,5,50,1,0.100000,16.170826,52.267222,2.858081,2.465655
1,1,0.900000,0.475000,5,50,1,0.100000,18.564202,53.357762,2.866250,2.520253
1,1,0.900000,0.480000,5,50,1,0.100000,32.054333,146.772848,2.887724,2.537543
1,1,0.900000,0.485000,5,50,1,0.100000,30.840148,125.259063,2.892900,2.601338
1,1,0.900000,0.490000,5,50,1,0.100000,38.860943,165.374644,2.905001,2.610487
2,1,0.900000,0.455000,5,50,1,0.100000,11.297622,31.241734,2.843674,2.492602
2,1,0.900000,0.460000,5,50,1,0.100000,14.939478,42.606354,2.868655,2.522262
2,1,0.900000,0.465000,5,50,1,0.100000,17.991728,68.400327,2.869600,2.513842
2,1,0.900000,0.470000,5,50,1,0.100000,15.091481,43.181818,2.860677,2.507666
2,1,0.900000,0.475000,5,50,1,0.100000,22.442072,95.003319,2.868350,2.575755
2,1,0.900000,0.480000,5,50,1,0.100000,28.139414,92.560842,2.896733,2.548195
2,1,0.900000,0.485000,5,50,1,0.100000,30.144997,106.056749,2.896046,2.555141
2,1,0.900000,0.490000,5,50,1,0.100000,46.762054,242.937859,2.886100,2.504740
3,1,0.900000,0.455000,5,50,1,0.100000,11.521572,29.683239,2.838494,2.442537
3,1,0.900000,0.460000,5,50,1,0.100000,13.928104,40.874450,2.888765,2.503948
3,1,0.900000,0.465000,5,50,1,0.100000,16.528599,47.506842,2.881890,2.520784
3,1,0.900000,0.470000,5,50,1,0.100000,17.581411,60.521046,2.867830,2.482522
3,1,0.900000,0.475000,5,50,1,0.100000,21.922215,67.012580,2.875617,2.575079
3,1,0.900000,0.480000,5,50,1,0.100000,26.365355,95.569682,2.900632,2.571341
3,1,0.900000,0.485000,5,50,1,0.100000,32.549326,138.101795,2.906509,2.563781
3,1,0.900000,0.490000,5,50,1,0.100000,32.451127,127.714386,2.908918,2.585444
4,1,0.900000,0.455000,5,50,1,0.100000,12.241562,34.125958,2.844434,2.455212
4,1,0.900000,0.460000,5,50,1,0.100000,12.700527,33.874433,2.862199,2.491200
4,1,0.900000,0.465000,5,50,1,0.100000,13.684459,36.184564,2.873316,2.488228
4,1,0.900000,0.470000,5,50,1,0.100000,21.545144,106.385295,2.879297,2.515543
4,1,0.900000,0.475000,5,50,1,0.100000,26.782168,110.662137,2.877611,2.507885
4,1,0.900000,0.480000,5,50,1,0.100000,30.131297,132.319424,2.901341,2.581229
4,1,0.900000,0.485000,5,50,1,0.100000,40.237363,199.049907,2.903658,2.575110
4,1,0.900000,0.490000,5,50,1,0.100000,53.258169,233.640067,2.892150,2.562340
5,1,0.900000,0.455000,5,50,1,0.100000,12.546524,35.461654,2.852238,2.484083
5,1,0.900000,0.460000,5,50,1,0.100000,12.553539,32.602456,2.868840,2.503559
5,1,0.900000,0.465000,5,50,1,0.100000,17.318902,52.733912,2.874733,2.530809
5,1,0.900000,0.470000,5,50,1,0.100000,17.208191,48.051437,2.900128,2.552995
5,1,0.900000,0.475000,5,50,1,0.100000,23.055661,74.597272,2.888186,2.503061
5,1,0.900000,0.480000,5,50,1,0.100000,31.314594,170.203316,2.885532,2.540534
5,1,0.900000,0.485000,5,50,1,0.100000,30.187613,113.884145,2.897963,2.581315
5,1,0.900000,0.490000,5,50,1,0.100000,47.037966,200.621582,2.882129,2.526173
6,1,0.900000,0.455000,5,50,1,0.100000,12.272558,32.051203,2.862853,2.453950
6,1,0.900000,0.460000,5,50,1,0.100000,13.852567,38.896497,2.855906,2.439492
6,1,0.900000,0.465000,5,50,1,0.100000,17.708441,54.241264,2.869059,2.512762
6,1,0.900000,0.470000,5,50,1,0.100000,23.372396,103.254242,2.876196,2.510865
6,1,0.900000,0.475000,5,50,1,0.100000,22.169910,68.836446,2.893056,2.532243
6,1,0.900000,0.480000,5,50,1,0.100000,31.988218,122.506894,2.906357,2.587947
6,1,0.900000,0.485000,5,50,1,0.100000,33.491223,146.043383,2.887930,2.519659
6,1,0.900000,0.490000,5,50,1,0.100000,44.685157,238.917811,2.876004,2.503536
7,1,0.900000,0.455000,5,50,1,0.100000,11.462414,31.463695,2.857965,2.456125
7,1,0.900000,0.460000,5,50,1,0.100000,17.754767,55.756085,2.846961,2.461643
7,1,0.900000,0.465000,5,50,1,0.100000,14.509726,41.048340,2.870237,2.531980
