NumCopies,AvgQDelay,AvgDDelay
5,0.10705945454545457,0.44540854545454545
10,0.23009581818181815,0.29139427272727275
15,0.37164845454545453,0.2661380909090909
20,0.5413041818181819,0.2739058181818182
25,0.7376340909090909,0.2938986363636364
30,0.9772031818181819,0.3230619090909091
